run,rewards,policy
0,341.6023230642799,"{'1': [0.2, 1.0], '2': [0.0, 0.8], '3': [0.5, 0.7], '4': [0.6, 0.0], '5': [0.3, 0.1]}"
1,526.8442078239698,"{'1': [0.2, 1.0], '2': [0.6, 0.2], '3': [0.0, 0.9], '4': [0.6, 0.2], '5': [0.2, 0.7]}"
2,436.7239268963361,"{'1': [0.2, 1.0], '2': [0.1, 0.2], '3': [0.0, 0.6], '4': [0.5, 0.3], '5': [0.2, 0.6]}"
3,337.82302005643015,"{'1': [0.2, 1.0], '2': [0.3, 0.9], '3': [0.2, 0.0], '4': [0.2, 0.4], '5': [0.5, 0.1]}"
4,470.1692878819789,"{'1': [0.2, 1.0], '2': [0.7, 0.2], '3': [0.8, 0.7], '4': [0.6, 0.1], '5': [0.1, 0.6]}"
5,500.0846629383649,"{'1': [0.2, 1.0], '2': [0.8, 0.1], '3': [0.8, 0.0], '4': [0.9, 0.5], '5': [0.0, 0.3]}"
6,462.72629154874284,"{'1': [0.2, 1.0], '2': [0.6, 0.9], '3': [0.2, 0.8], '4': [0.2, 0.8], '5': [0.0, 0.6]}"
7,373.65688712622176,"{'1': [0.2, 1.0], '2': [0.0, 0.4], '3': [0.9, 0.1], '4': [0.9, 0.6], '5': [0.3, 0.7]}"
8,464.6758919297308,"{'1': [0.2, 1.0], '2': [0.0, 0.4], '3': [0.0, 0.5], '4': [1.0, 0.0], '5': [0.2, 0.4]}"
9,493.792817384455,"{'1': [0.2, 1.0], '2': [0.6, 0.5], '3': [0.6, 0.4], '4': [0.8, 0.9], '5': [0.1, 0.6]}"
