run,rewards,policy
0,75.7381779279041,"{'1': [0.4, 1.0], '2': [0.8, 0.0], '3': [0.4, 1.0], '4': [0.0, 0.2], '5': [0.6, 0.4]}"
1,50.72874828134848,"{'1': [0.2, 0.4], '2': [0.6, 0.8], '3': [0.4, 0.8], '4': [0.2, 0.0], '5': [0.4, 0.2]}"
2,63.17083691957775,"{'1': [0.4, 0.2], '2': [0.6, 1.0], '3': [0.0, 0.2], '4': [0.2, 0.4], '5': [0.2, 0.4]}"
3,73.41103179960595,"{'1': [0.4, 0.2], '2': [0.2, 0.4], '3': [0.6, 0.4], '4': [0.6, 0.0], '5': [0.2, 0.2]}"
4,121.86949846477752,"{'1': [0.0, 1.0], '2': [0.8, 0.2], '3': [0.0, 1.0], '4': [0.4, 0.6], '5': [0.8, 0.0]}"
5,23.780318084432647,"{'1': [0.6000000000000001, 0.2], '2': [0.8, 0.4], '3': [0.8, 0.8], '4': [0.6000000000000001, 0.4], '5': [0.0, 0.8]}"
6,262.4319178804653,"{'1': [0.2, 0.8], '2': [1.0, 0.6], '3': [0.0, 0.6], '4': [0.4, 0.8], '5': [0.0, 0.4]}"
7,114.53391028955816,"{'1': [0.4, 1.0], '2': [0.6, 0.2], '3': [1.0, 0.2], '4': [0.4, 0.8], '5': [0.8, 0.2]}"
8,72.79417485457657,"{'1': [0.4, 1.0], '2': [0.8, 0.0], '3': [0.8, 0.4], '4': [0.0, 0.8], '5': [0.8, 0.0]}"
9,33.73634287216495,"{'1': [0.0, 0.2], '2': [0.8, 0.4], '3': [0.2, 0.4], '4': [0.8, 0.6], '5': [0.8, 0.6]}"
